f[Hz],H[mm],H_max[T],U_HB[-],dPCB[kPa],Tspan[K],Qc[W],Qh[W],Wpump[W],Wvalv[W],Wmotor[W],COP[-]
2,20,1.2,0.3977,94.19589525,20,275.9117021,392.6541971,36.16709569,91.96,19.84976274,1.8646
2,20,1.2,0.5965,159.3477262,20,318.9044583,524.083215,91.76250479,91.96,22.94276679,1.5431
2,20,1.2,0.7953,236.53609,20,242.009637,570.2553067,181.6010269,91.96,17.41076525,0.8317
2,20,1.2,0.9942,325.7613467,20,-17.56848042,476.3942284,312.6102643,91.96,-1.26391945,-0.0436
2,20,1.3,0.1988,41.08011652,20,193.0325502,253.2422751,7.88797335,91.96,13.88723383,1.6972
2,20,1.3,0.3977,94.19589525,20,349.6941043,475.478793,36.16709569,91.96,25.15784923,2.2813
2,20,1.3,0.5965,159.3477262,20,431.5938588,649.4921962,91.76250479,91.96,31.0499179,2.0095
2,20,1.3,0.7953,236.53609,20,393.9029595,738.4260491,181.6010269,91.96,28.33834241,1.3047
2,20,1.3,0.9942,325.7613467,20,173.2767839,686.9444563,312.6102643,91.96,12.46595568,0.4155
2,20,1.4,0.1988,41.08011652,20,227.3739882,292.8965738,7.88797335,91.96,16.35784088,1.9566
2,20,1.4,0.3977,94.19589525,20,420.1258188,554.9320605,36.16709569,91.96,30.22487905,2.6531
2,20,1.4,0.5965,159.3477262,20,539.1071386,769.6207941,91.76250479,91.96,38.78468623,2.4229
2,20,1.4,0.7953,236.53609,20,538.8186716,899.4391828,181.6010269,91.96,38.76393321,1.7252
2,20,1.4,0.9942,325.7613467,20,355.3625481,888.4589369,312.6102643,91.96,25.56565094,0.8262
2,25,0.9,0.1988,41.08011652,20,70.43606927,120.5748304,9.85996669,91.96,5.06734311,0.659
2,25,0.9,0.3977,94.19589525,20,82.64091884,195.9583254,45.20886961,91.96,5.94538984,0.5774
2,25,0.9,0.5965,159.3477262,20,-6.63196845,203.6834762,114.703131,91.96,-0.47712003,-0.0322
2,25,0.9,0.7953,236.53609,20,-249.2859309,101.9281796,227.0012837,91.96,-17.93423963,-0.8281
2,25,0.9,0.9942,325.7613467,20,-721.1541881,-175.1510826,390.7628304,91.96,-51.88159627,-1.6738
2,25,1,0.1988,41.08011652,20,118.5183073,175.5209915,9.85996669,91.96,8.52649693,1.0741
2,25,1,0.3977,94.19589525,20,183.1414908,308.6673996,45.20886961,91.96,13.17564682,1.2181
2,25,1,0.5965,159.3477262,20,149.0496253,376.748347,114.703131,91.96,10.72299463,0.6856
2,25,1,0.7953,236.53609,20,-36.9332948,336.5475154,227.0012837,91.96,-2.65707157,-0.1168
2,25,1,0.9942,325.7613467,20,-451.7106988,121.2471686,390.7628304,91.96,-32.49717257,-1.0033
2,25,1.1,0.1988,41.08011652,20,167.0451178,230.7138684,9.85996669,91.96,12.01763437,1.4674
2,25,1.1,0.3977,94.19589525,20,283.3975198,420.6796299,45.20886961,91.96,20.38831078,1.7987
2,25,1.1,0.5965,159.3477262,20,302.7680921,547.1434649,114.703131,91.96,21.78187713,1.3253
2,25,1.1,0.7953,236.53609,20,170.8315173,565.7467755,227.0012837,91.96,12.29003721,0.5157
2,25,1.1,0.9942,325.7613467,20,-190.0556953,408.9326922,390.7628304,91.96,-13.67307161,-0.4052
2,25,1.2,0.1988,41.08011652,20,213.5570559,283.842035,9.85996669,91.96,15.36381697,1.8224
2,25,1.2,0.3977,94.19589525,20,379.1222507,527.9060238,45.20886961,91.96,27.27498206,2.3055
2,25,1.2,0.5965,159.3477262,20,449.1494733,709.7491872,114.703131,91.96,32.31291175,1.8795
2,25,1.2,0.7953,236.53609,20,368.2829975,784.006445,227.0012837,91.96,26.49517968,1.0661
2,25,1.2,0.9942,325.7613467,20,58.19498199,682.4065507,390.7628304,91.96,4.18668935,0.1195
2,25,1.3,0.1988,41.08011652,20,257.856224,334.791453,9.85996669,91.96,18.55080748,2.1422
2,25,1.3,0.3977,94.19589525,20,470.1341567,630.2969013,45.20886961,91.96,33.8226012,2.7495
2,25,1.3,0.5965,159.3477262,20,588.2090431,864.7755892,114.703131,91.96,42.31719735,2.3625
2,25,1.3,0.7953,236.53609,20,555.8070257,991.9277737,227.0012837,91.96,39.98611696,1.5484
2,25,1.3,0.9942,325.7613467,20,293.8837528,942.7435764,390.7628304,91.96,21.14271603,0.5833
2,25,1.4,0.1988,41.08011652,20,300.307246,383.9820125,9.85996669,91.96,21.60483784,2.4331
2,25,1.4,0.3977,94.19589525,20,557.2151507,728.7609177,45.20886961,91.96,40.08742091,3.1436
2,25,1.4,0.5965,159.3477262,20,721.1861297,1013.631465,114.703131,91.96,51.88389422,2.7894
2,25,1.4,0.7953,236.53609,20,735.1194911,1191.459464,227.0012837,91.96,52.88629432,1.9769
2,25,1.4,0.9942,325.7613467,20,519.2774364,1192.512298,390.7628304,91.96,37.35808895,0.9985
2,30,0.9,0.1988,41.08011652,20,100.9995721,162.5407369,11.83196003,91.96,7.26615627,0.9094
2,30,0.9,0.3977,94.19589525,20,132.4629906,271.1040793,54.25064354,91.96,9.52971156,0.8505
2,30,0.9,0.5965,159.3477262,20,41.81067902,298.1418946,137.6437572,91.96,3.00796252,0.1797
2,30,0.9,0.7953,236.53609,20,-233.5268423,193.1748512,272.4015404,91.96,-16.80049225,-0.6719
2,30,0.9,0.9942,325.7613467,20,-784.4691336,-122.6872582,468.9153965,91.96,-56.43662831,-1.5551
2,30,1,0.1988,41.08011652,20,159.4973069,229.3106628,11.83196003,91.96,11.47462639,1.3837
2,30,1,0.3977,94.19589525,20,254.4138742,407.7241898,54.25064354,91.96,18.30315642,1.5465
2,30,1,0.5965,159.3477262,20,230.188697,507.3718391,137.6437572,91.96,16.56033791,0.9351
2,30,1,0.7953,236.53609,20,22.70794617,476.1205047,272.4015404,91.96,1.63366519,0.062
2,30,1,0.9942,325.7613467,20,-460.1349553,234.0026026,468.9153965,91.96,-33.10323419,-0.8718
2,30,1.1,0.1988,41.08011652,20,217.4575878,295.3257611,11.83196003,91.96,15.64443077,1.8207
2,30,1.1,0.3977,94.19589525,20,373.9790946,541.4219194,54.25064354,91.96,26.90497084,2.1603
2,30,1.1,0.5965,159.3477262,20,413.3550276,710.549676,137.6437572,91.96,29.73777177,1.5939
2,30,1.1,0.7953,236.53609,20,270.1548811,749.2732996,272.4015404,91.96,19.43560296,0.7039
2,30,1.1,0.9942,325.7613467,20,-148.6074994,576.7007622,468.9153965,91.96,-10.69118701,-0.2701
2,30,1.2,0.1988,41.08011652,20,272.6632401,358.5580928,11.83196003,91.96,19.61606044,2.2094
2,30,1.2,0.3977,94.19589525,20,487.6143278,668.9173643,54.25064354,91.96,35.08016747,2.6897
2,30,1.2,0.5965,159.3477262,20,587.1631415,903.8718191,137.6437572,91.96,42.24195262,2.1599
2,30,1.2,0.7953,236.53609,20,504.6664107,1008.756868,272.4015404,91.96,36.30693602,1.2596
2,30,1.2,0.9942,325.7613467,20,146.2885282,901.8375645,468.9153965,91.96,10.52435454,0.256
2,30,1.3,0.1988,41.08011652,20,325.2808614,419.2386415,11.83196003,91.96,23.40150082,2.5574
2,30,1.3,0.3977,94.19589525,20,595.7410707,790.7861895,54.25064354,91.96,42.85906984,3.1509
2,30,1.3,0.5965,159.3477262,20,752.4287172,1088.368597,137.6437572,91.96,54.13156239,2.6519
2,30,1.3,0.7953,236.53609,20,727.6096582,1256.237292,272.4015404,91.96,52.34601857,1.7461
2,30,1.3,0.9942,325.7613467,20,426.5701546,1211.738661,468.9153965,91.96,30.68850033,0.7211
2,30,1.4,0.1988,41.08011652,20,375.8048528,477.9528063,11.83196003,91.96,27.03632035,2.8725
2,30,1.4,0.3977,94.19589525,20,699.3967388,908.2137462,54.25064354,91.96,50.31631215,3.5588
2,30,1.4,0.5965,159.3477262,20,910.7663689,1265.876652,137.6437572,91.96,65.52276035,3.086
2,30,1.4,0.7953,236.53609,20,941.1923467,1494.205763,272.4015404,91.96,67.71167962,2.1783
2,30,1.4,0.9942,325.7613467,20,695.1226884,1509.657119,468.9153965,91.96,50.0088265,1.1379
4,10,0.9,0.1988,94.30043751,20,-2.41573754,39.39822405,18.11961266,91.96,-0.17379407,-0.022
4,10,0.9,0.3977,236.7306947,20,-100.3274689,28.73331311,90.92832809,91.96,-7.21780352,-0.5711
4,10,0.9,0.5965,427.2977661,20,-337.6035032,-39.61580071,246.1215563,91.96,-24.28802181,-1.0759
4,10,0.9,0.7953,666.0078061,20,-766.4583667,-188.8674685,511.4068716,91.96,-55.14088969,-1.3981
4,10,0.9,0.9942,952.8641533,20,-1458.89565,-461.7877482,914.495718,91.96,-104.9565216,-1.6183
4,10,1,0.1988,94.30043751,20,25.84370352,73.40267217,18.11961266,91.96,1.85925925,0.2309
4,10,1,0.3977,236.7306947,20,-35.03183845,103.8949023,90.92832809,91.96,-2.52027615,-0.1942
4,10,1,0.5965,427.2977661,20,-230.8272147,80.83285744,246.1215563,91.96,-16.60627444,-0.718
4,10,1,0.7953,666.0078061,20,-615.7691213,-21.03802293,511.4068716,91.96,-44.29993679,-1.1014
4,10,1,0.9942,952.8641533,20,-1263.356866,-246.0074371,914.495718,91.96,-90.8889832,-1.3799
4,10,1.1,0.1988,94.30043751,20,62.60428867,115.2720004,18.11961266,91.96,4.50390566,0.5464
4,10,1.1,0.3977,236.7306947,20,42.95729419,190.9541442,90.92832809,91.96,3.09045282,0.231
4,10,1.1,0.5965,427.2977661,20,-109.5887495,214.9037343,246.1215563,91.96,-7.8840827,-0.3319
4,10,1.1,0.7953,666.0078061,20,-450.514736,160.6261369,511.4068716,91.96,-32.41113209,-0.7891
4,10,1.1,0.9942,952.8641533,20,-1054.176403,-17.0578923,914.495718,91.96,-75.84002898,-1.1328
4,10,1.2,0.1988,94.30043751,20,100.5272127,158.2007302,18.11961266,91.96,7.23217358,0.8569
4,10,1.2,0.3977,236.7306947,20,122.1428264,278.9691294,90.92832809,91.96,8.7872537,0.6372
4,10,1.2,0.5965,427.2977661,20,12.01470734,348.9872472,246.1215563,91.96,0.86436743,0.0354
4,10,1.2,0.7953,666.0078061,20,-286.3875306,340.741882,511.4068716,91.96,-20.60341947,-0.4914
4,10,1.2,0.9942,952.8641533,20,-848.0259331,208.4307445,914.495718,91.96,-61.00905993,-0.897
4,10,1.3,0.1988,94.30043751,20,137.5049763,200.1625673,18.11961266,91.96,9.89244434,1.1461
4,10,1.3,0.3977,236.7306947,20,198.7608712,364.2453174,90.92832809,91.96,14.29934325,1.008
4,10,1.3,0.5965,427.2977661,20,129.0723489,478.2356611,246.1215563,91.96,9.2857805,0.3716
4,10,1.3,0.7953,666.0078061,20,-128.9674639,513.7448733,511.4068716,91.96,-9.27823481,-0.2171
4,10,1.3,0.9942,952.8641533,20,-650.8644866,424.4209966,914.495718,91.96,-46.82478321,-0.6782
4,10,1.4,0.1988,94.30043751,20,172.7763688,240.4618168,18.11961266,91.96,12.42995459,1.4103
4,10,1.4,0.3977,236.7306947,20,271.6801982,445.7609662,90.92832809,91.96,19.545338,1.3421
4,10,1.4,0.5965,427.2977661,20,240.3620978,601.5367926,246.1215563,91.96,17.29223725,0.6764
4,10,1.4,0.7953,666.0078061,20,20.59429567,678.6059409,511.4068716,91.96,1.481604,0.034
4,10,1.4,0.9942,952.8641533,20,-463.6428649,630.0808188,914.495718,91.96,-33.35560179,-0.4765
4,15,0.9,0.1988,94.30043751,20,17.93909805,84.38274026,27.17941898,91.96,1.29058259,0.149
4,15,0.9,0.3977,236.7306947,20,-100.5075973,99.69639352,136.3924921,91.96,-7.2307624,-0.4545
4,15,0.9,0.5965,427.2977661,20,-425.3541185,30.91510761,369.1823345,91.96,-30.60101572,-0.988
4,15,0.9,0.7953,666.0078061,20,-1036.375726,-158.2691895,767.1103073,91.96,-74.55940472,-1.321
4,15,0.9,0.9942,952.8641533,20,-2042.356138,-532.7645968,1371.743577,91.96,-146.9320963,-1.551
4,15,1,0.1988,94.30043751,20,72.24852499,146.6129378,27.17941898,91.96,5.19773561,0.5811
4,15,1,0.3977,236.7306947,20,15.80033061,229.9462749,136.3924921,91.96,1.13671443,0.0688
4,15,1,0.5965,427.2977661,20,-243.4600017,232.4476088,369.1823345,91.96,-17.51510804,-0.5488
4,15,1,0.7953,666.0078061,20,-787.3646439,115.7850381,767.1103073,91.96,-56.64493841,-0.9812
4,15,1,0.9942,952.8641533,20,-1726.138013,-186.4632215,1371.743577,91.96,-124.1825908,-1.2886
4,15,1.1,0.1988,94.30043751,20,129.2883125,211.3795587,27.17941898,91.96,9.30131745,1.0066
4,15,1.1,0.3977,236.7306947,20,135.7229218,363.5034144,136.3924921,91.96,9.76423898,0.57
4,15,1.1,0.5965,427.2977661,20,-58.38147606,436.7842292,369.1823345,91.96,-4.20010619,-0.1278
4,15,1.1,0.7953,666.0078061,20,-536.5737851,391.1952699,767.1103073,91.96,-38.60243059,-0.654
4,15,1.1,0.9942,952.8641533,20,-1410.174716,159.2164844,1371.743577,91.96,-101.4514184,-1.0352
4,15,1.2,0.1988,94.30043751,20,186.1004516,275.7895819,27.17941898,91.96,13.3885217,1.4042
4,15,1.2,0.3977,236.7306947,20,253.7032284,494.7322923,136.3924921,91.96,18.25203082,1.0288
4,15,1.2,0.5965,427.2977661,20,122.1261057,635.9627426,369.1823345,91.96,8.78605077,0.2599
4,15,1.2,0.7953,666.0078061,20,-293.5798985,658.0662827,767.1103073,91.96,-21.12085601,-0.3504
4,15,1.2,0.9942,952.8641533,20,-1105.546369,492.6911454,1371.743577,91.96,-79.53570998,-0.7987
4,15,1.3,0.1988,94.30043751,20,240.3378563,337.6531756,27.17941898,91.96,17.29049326,1.7616
4,15,1.3,0.3977,236.7306947,20,366.034282,620.1515136,136.3924921,91.96,26.33340158,1.4372
4,15,1.3,0.5965,427.2977661,20,293.7340925,825.8954185,369.1823345,91.96,21.1319491,0.6091
4,15,1.3,0.7953,666.0078061,20,-62.78999883,912.2094044,767.1103073,91.96,-4.5172661,-0.0735
4,15,1.3,0.9942,952.8641533,20,-816.4689921,809.9237291,1371.743577,91.96,-58.73877641,-0.5811
4,15,1.4,0.1988,94.30043751,20,291.9926893,397.030991,27.17941898,91.96,21.00666829,2.0835
4,15,1.4,0.3977,236.7306947,20,472.8935396,740.054006,136.3924921,91.96,34.02111796,1.8024
4,15,1.4,0.5965,427.2977661,20,456.9489032,1007.254629,369.1823345,91.96,32.87402182,0.925
4,15,1.4,0.7953,666.0078061,20,156.7269856,1154.765488,767.1103073,91.96,11.2753227,0.1801
4,15,1.4,0.9942,952.8641533,20,-541.5260699,1112.569442,1371.743577,91.96,-38.95871006,-0.3801
4,20,0.9,0.1988,94.30043751,20,55.76564647,147.3630416,36.23922531,91.96,4.01191701,0.4218
4,20,0.9,0.3977,236.7306947,20,-68.4761064,204.0954337,181.8566562,91.96,-4.92633859,-0.2547
4,20,0.9,0.5965,427.2977661,20,-468.1001532,148.4646701,492.2431126,91.96,-33.67627002,-0.8503
4,20,0.9,0.7953,666.0078061,20,-1249.946846,-68.39995165,1022.813743,91.96,-89.92423351,-1.2196
4,20,0.9,0.9942,952.8641533,20,-2559.124007,-533.1040147,1828.991436,91.96,-184.1096408,-1.4734
4,20,1,0.1988,94.30043751,20,131.1189682,233.3002445,36.23922531,91.96,9.4330193,0.9527
4,20,1,0.3977,236.7306947,20,91.38369361,382.6252325,181.8566562,91.96,6.57436645,0.3259
4,20,1,0.5965,427.2977661,20,-219.6976389,423.2139064,492.2431126,91.96,-15.80558553,-0.3865
4,20,1,0.7953,666.0078061,20,-911.5331786,303.6459802,1022.813743,91.96,-65.57792652,-0.8688
4,20,1,0.9942,952.8641533,20,-2130.949382,-64.44446923,1828.991436,91.96,-153.3057109,-1.2055
4,20,1.1,0.1988,94.30043751,20,208.2080427,320.7444564,36.23922531,91.96,14.97899588,1.4542
4,20,1.1,0.3977,236.7306947,20,252.4573959,561.8571015,181.8566562,91.96,18.16240258,0.8646
4,20,1.1,0.5965,427.2977661,20,27.75779864,696.2731521,492.2431126,91.96,1.99696393,0.0474
4,20,1.1,0.7953,666.0078061,20,-577.3955051,670.5155907,1022.813743,91.96,-41.53924497,-0.538
4,20,1.1,0.9942,952.8641533,20,-1711.094673,394.9332564,1828.991436,91.96,-123.1003362,-0.9517
4,20,1.2,0.1988,94.30043751,20,282.8324483,405.6477599,36.23922531,91.96,20.34765815,1.904
4,20,1.2,0.3977,236.7306947,20,407.3626534,734.5306901,181.8566562,91.96,29.30666571,1.3439
4,20,1.2,0.5965,427.2977661,20,264.7227845,958.1732792,492.2431126,91.96,19.04480464,0.4388
4,20,1.2,0.7953,666.0078061,20,-258.4198725,1021.309952,1022.813743,91.96,-18.59135774,-0.2357
4,20,1.2,0.9942,952.8641533,20,-1311.269459,833.1408012,1828.991436,91.96,-94.33593227,-0.7179
4,20,1.3,0.1988,94.30043751,20,353.8335432,486.9921239,36.23922531,91.96,25.45565059,2.3028
4,20,1.3,0.3977,236.7306947,20,554.4799655,899.2398751,181.8566562,91.96,39.890645,1.7675
4,20,1.3,0.5965,427.2977661,20,489.5850228,1207.563517,492.2431126,91.96,35.22194408,0.7904
4,20,1.3,0.7953,666.0078061,20,44.12982126,1355.042187,1022.813743,91.96,3.17480728,0.0395
4,20,1.3,0.9942,952.8641533,20,-932.1745478,1249.761742,1828.991436,91.96,-67.06291711,-0.5028
4,20,1.4,0.1988,94.30043751,20,421.6093348,565.2534928,36.23922531,91.96,30.33160682,2.6595
4,20,1.4,0.3977,236.7306947,20,694.7634959,1057.10221,181.8566562,91.96,49.98298531,2.1457
4,20,1.4,0.5965,427.2977661,20,703.9882978,1446.323766,492.2431126,91.96,50.64664013,1.1089
4,20,1.4,0.7953,666.0078061,20,332.6531723,1674.437172,1022.813743,91.96,23.9318829,0.2921
4,20,1.4,0.9942,952.8641533,20,-570.6438899,1648.353014,1828.991436,91.96,-41.05351726,-0.3036
4,25,0.9,0.1988,94.30043751,20,102.3305146,219.6767408,45.29903164,91.96,7.36190752,0.7076
4,25,0.9,0.3977,236.7306947,20,-19.2876223,326.8628721,227.3208202,91.96,-1.38759873,-0.0607
4,25,0.9,0.5965,427.2977661,20,-485.6796612,293.0062546,615.3038908,91.96,-34.94098282,-0.7224
4,25,0.9,0.7953,666.0078061,20,-1430.740719,56.70318726,1278.517179,91.96,-102.930987,-1.1287
4,25,0.9,0.9942,952.8641533,20,-3035.796395,-490.2611612,2286.239295,91.96,-218.4026184,-1.4056
4,25,1,0.1988,94.30043751,20,198.4972955,329.1738672,45.29903164,91.96,14.28038097,1.3099
4,25,1,0.3977,236.7306947,20,183.7179643,553.3065442,227.3208202,91.96,13.21711974,0.5525
4,25,1,0.5965,427.2977661,20,-171.4524699,640.286027,615.3038908,91.96,-12.33471006,-0.2467
4,25,1,0.7953,666.0078061,20,-1003.951995,525.6757493,1278.517179,91.96,-72.22676223,-0.7733
4,25,1,0.9942,952.8641533,20,-2497.098315,99.24579704,2286.239295,91.96,-179.6473608,-1.1358
4,25,1.1,0.1988,94.30043751,20,294.8406578,438.5642194,45.29903164,91.96,21.21155812,1.8605
4,25,1.1,0.3977,236.7306947,20,384.4548475,776.7805804,227.3208202,91.96,27.65862213,1.1081
4,25,1.1,0.5965,427.2977661,20,136.3391614,980.0627548,615.3038908,91.96,9.80857276,0.1901
4,25,1.1,0.7953,666.0078061,20,-588.9410138,981.5388241,1278.517179,91.96,-42.36985711,-0.4434
4,25,1.1,0.9942,952.8641533,20,-1976.179012,669.4811609,2286.239295,91.96,-142.1711519,-0.8838
4,25,1.2,0.1988,94.30043751,20,386.9150456,543.649284,45.29903164,91.96,27.83561479,2.3436
4,25,1.2,0.3977,236.7306947,20,575.5882066,990.2387341,227.3208202,91.96,41.4092235,1.5958
4,25,1.2,0.5965,427.2977661,20,428.7516788,1303.707571,615.3038908,91.96,30.84544452,0.5809
4,25,1.2,0.7953,666.0078061,20,-195.2731371,1414.982713,1278.517179,91.96,-14.04842713,-0.144
4,25,1.2,0.9942,952.8641533,20,-1482.710066,1210.871712,2286.239295,91.96,-106.6697889,-0.6527
4,25,1.3,0.1988,94.30043751,20,474.4641594,644.3049413,45.29903164,91.96,34.13411219,2.7683
4,25,1.3,0.3977,236.7306947,20,757.0754282,1193.86416,227.3208202,91.96,54.46585814,2.0256
4,25,1.3,0.5965,427.2977661,20,706.2806177,1612.025087,615.3038908,91.96,50.81155523,0.9317
4,25,1.3,0.7953,666.0078061,20,178.2810612,1827.59965,1278.517179,91.96,12.82597563,0.1289
4,25,1.3,0.9942,952.8641533,20,-1014.510851,1726.017544,2286.239295,91.96,-72.98639216,-0.4401
4,25,1.4,0.1988,94.30043751,20,558.232177,741.3703035,45.29903164,91.96,40.16058827,3.1464
4,25,1.4,0.3977,236.7306947,20,930.5294332,1389.486373,227.3208202,91.96,66.94456354,2.4093
4,25,1.4,0.5965,427.2977661,20,971.5034687,1907.898629,615.3038908,91.96,69.89233587,1.2501
4,25,1.4,0.7953,666.0078061,20,535.3603402,2223.461738,1278.517179,91.96,38.51513239,0.38
4,25,1.4,0.9942,952.8641533,20,-566.9264914,2220.108433,2286.239295,91.96,-40.78607852,-0.2425
4,30,0.9,0.1988,94.30043751,20,155.1308821,298.7037023,54.35883797,91.96,11.16049512,0.9851
4,30,0.9,0.3977,236.7306947,20,42.19757328,462.825105,272.7849843,91.96,3.03579664,0.1147
4,30,0.9,0.5965,427.2977661,20,-485.254809,456.8721728,738.3646689,91.96,-34.91041792,-0.6101
4,30,0.9,0.7953,666.0078061,20,-1588.135698,206.9317748,1534.220615,91.96,-114.2543668,-1.0504
4,30,0.9,0.9942,952.8641533,20,-3483.903201,-416.6880062,2743.487154,91.96,-250.640518,-1.3478
4,30,1,0.1988,94.30043751,20,271.9384105,431.6134241,54.35883797,91.96,19.56391443,1.6393
4,30,1,0.3977,236.7306947,20,287.9339488,736.7725918,272.7849843,91.96,20.71467258,0.747
4,30,1,0.5965,427.2977661,20,-105.9547481,875.8777478,738.3646689,91.96,-7.62264375,-0.1288
4,30,1,0.7953,666.0078061,20,-1074.136516,771.5998678,1534.220615,91.96,-77.27600834,-0.6935
4,30,1,0.9942,952.8641533,20,-2836.297123,291.9909311,2743.487154,91.96,-204.0501528,-1.0779
4,30,1.1,0.1988,94.30043751,20,386.8724341,562.3252437,54.35883797,91.96,27.83254921,2.2215
4,30,1.1,0.3977,236.7306947,20,527.1113811,1003.291498,272.7849843,91.96,37.92168209,1.3091
4,30,1.1,0.5965,427.2977661,20,260.5617442,1280.814126,738.3646689,91.96,18.74544923,0.3069
4,30,1.1,0.7953,666.0078061,20,-580.0997162,1314.656619,1534.220615,91.96,-41.73379253,-0.3661
4,30,1.1,0.9942,952.8641533,20,-2216.317782,971.0791485,2743.487154,91.96,-159.4473225,-0.8282
4,30,1.2,0.1988,94.30043751,20,496.1455978,687.3671326,54.35883797,91.96,35.6939279,2.7259
4,30,1.2,0.3977,236.7306947,20,754.0087211,1257.09543,272.7849843,91.96,54.24523174,1.7996
4,30,1.2,0.5965,427.2977661,20,607.7751159,1665.585125,738.3646689,91.96,43.72482848,0.6954
4,30,1.2,0.7953,666.0078061,20,-112.5401581,1829.969875,1534.220615,91.96,-8.09641425,-0.0696
4,30,1.2,0.9942,952.8641533,20,-1630.143374,1614.733991,2743.487154,91.96,-117.2765017,-0.5997
4,30,1.3,0.1988,94.30043751,20,600.1266898,807.2544078,54.35883797,91.96,43.174582,3.167
4,30,1.3,0.3977,236.7306947,20,969.6378342,1499.459119,272.7849843,91.96,69.75811757,2.2316
4,30,1.3,0.5965,427.2977661,20,937.6510034,2032.539748,738.3646689,91.96,67.45690672,1.0444
4,30,1.3,0.7953,666.0078061,20,331.6150828,2321.125635,1534.220615,91.96,23.8572002,0.201
4,30,1.3,0.9942,952.8641533,20,-1073.333576,2227.977585,2743.487154,91.96,-77.21824286,-0.3891
4,30,1.4,0.1988,94.30043751,20,699.813985,923.100363,54.35883797,91.96,50.34632986,3.5584
4,30,1.4,0.3977,236.7306947,20,1176.118675,1732.766623,272.7849843,91.96,84.6128543,2.6173
4,30,1.4,0.5965,427.2977661,20,1253.504205,2385.40396,738.3646689,91.96,90.18015865,1.3618
4,30,1.4,0.7953,666.0078061,20,757.0200092,2793.301636,1534.220615,91.96,54.46187117,0.4504
4,30,1.4,0.9942,952.8641533,20,-539.9534694,2817.383429,2743.487154,91.96,-38.84557333,-0.1931
